timestamp,open,high,low,close,volume_btc,volume_usd
2023-01-01 00:00:00,30000.0,30029.08696710265,29997.711157911122,30012.887769070763,53.55974387725798,1607482.5819283186
2023-01-01 00:01:00,30024.83570765056,30028.318570127227,29991.46009336521,30011.265813040816,45.281424516985986,1358952.8675724098
2023-01-01 00:02:00,30017.922492592,30020.755728517357,30001.262646861556,30011.812503330926,60.127024710156,1804520.9919843473
2023-01-01 00:03:00,30050.306919497034,30059.672117955088,30032.489014213206,30038.359298276133,48.018131526976816,1442385.8876392103
2023-01-01 00:04:00,30126.458412317435,30134.462615473996,30124.961723208187,30128.66677325636,50.905692647176394,1533720.650628584
2023-01-01 00:05:00,30114.75074358127,30153.595140966274,30104.5091203152,30138.69431421051,57.17390606637717,1723146.8776839273
2023-01-01 00:06:00,30103.043895733812,30109.585738991416,30080.681693157272,30087.62305259099,49.4103659315106,1486640.4650378746
2023-01-01 00:07:00,30182.004536509183,30222.01182459353,30170.211288524708,30202.020946464552,31.82152141670141,961074.2563755864
2023-01-01 00:08:00,30220.376272966827,30235.962538136457,30201.025708898233,30204.74283151989,60.405875045535474,1824543.9212633236
2023-01-01 00:09:00,30196.90255367008,30199.21804860953,30179.186253533117,30179.950009420143,62.54928829915052,1887734.393993171
2023-01-01 00:10:00,30224.03055584938,30262.071288564406,30221.40848460491,30240.402448216242,31.688839083995568,958283.2470167901
2023-01-01 00:11:00,30200.859671208756,30227.327898034102,30198.166718950073,30219.298398768908,39.56708794338462,1195689.6373314713
2023-01-01 00:12:00,30177.573183530243,30199.082364399008,30160.3457502837,30194.601382265497,70.23879617485511,2120832.4520699447
2023-01-01 00:13:00,30189.671297108544,30195.533574051355,30151.828007432785,30163.35534894418,52.32034678503912,1578157.2120571241
2023-01-01 00:14:00,30094.007284875654,30104.470785232526,30080.65886682282,30084.688265314213,50.03551273270365,1505302.8027585493
2023-01-01 00:15:00,30007.761393250003,30029.450880829037,29976.82913650055,30024.221165090068,45.736165929504295,1373192.7611106941
2023-01-01 00:16:00,29979.647016787952,29981.19299369196,29973.240573587853,29980.47785359923,39.692973491433655,1190014.312703428
2023-01-01 00:17:00,29929.00546077123,29942.398163926082,29893.80481285017,29907.53160384728,48.05582357693616,1437231.0623761276
2023-01-01 00:18:00,29944.717827400993,29969.052770348586,29937.849446068343,29953.884186183503,59.74422739165711,1789571.6680827092
2023-01-01 00:19:00,29899.31662362493,29908.903660916367,29879.031318400394,29885.0204784451,49.84322040619001,1489565.6625506412
2023-01-01 00:20:00,29828.701438558168,29882.801607778674,29823.264508127046,29864.591935526012,56.10284085893048,1675488.4486757144
2023-01-01 00:21:00,29901.983877004244,29955.013485432723,29891.978393747228,29932.88070625261,67.65707148506563,2025171.0496968746
2023-01-01 00:22:00,29890.695061979917,29904.82690198012,29883.263088530668,29902.77701050703,44.19521819553807,1321559.7546318776
2023-01-01 00:23:00,29894.071472214313,29922.78103427212,29890.981857505965,29921.291606309707,53.02874900658442,1586688.6625438186
2023-01-01 00:24:00,29822.83406290364,29827.4930936244,29818.616466751722,29824.129889906108,60.04393560935678,1790758.1347146153
2023-01-01 00:25:00,29795.61492667738,29820.268530047975,29784.642598820734,29810.92367656488,40.670963665334035,1212438.9936796164
2023-01-01 00:26:00,29801.161056162873,29844.467252644987,29798.840917768797,29830.715462068914,51.78052828065805,1544650.2056159226
2023-01-01 00:27:00,29743.61137729176,29767.257114866617,29733.164405608077,29748.521350927647,68.72324524626362,2044414.9285135102
2023-01-01 00:28:00,29762.396278209042,29771.330469067434,29733.402794035228,29757.292534778757,46.597496195401845,1386615.3256748128
2023-01-01 00:29:00,29732.364343713103,29733.19272749735,29697.287053579366,29698.27190454956,60.683465380037894,1802194.0549666854
2023-01-01 00:30:00,29717.77965622344,29722.278319230543,29700.342894839316,29716.11698570901,48.58863122790228,1443865.4497438183
2023-01-01 00:31:00,29687.69432561197,29708.365180051867,29687.4364405371,29704.162789303216,67.99587017316989,2019760.3966241656
2023-01-01 00:32:00,29780.308234837416,29811.079985943066,29773.17003275396,29799.220903388767,33.54532111162895,999624.434080542
2023-01-01 00:33:00,29779.633373600518,29802.84029036855,29762.241972143027,29789.720674914886,50.64956191010284,1508836.301608772
2023-01-01 00:34:00,29726.74782715272,29731.412524062085,29706.540177969106,29715.921845253477,35.2114530485411,1046340.7868482596
2023-01-01 00:35:00,29767.87507275788,29775.15745383094,29723.08159332591,29728.33864137893,42.99123183719106,1278057.898666047
2023-01-01 00:36:00,29706.83289025933,29708.25440199535,29695.97325922848,29696.928588299237,42.93181214704805,1274942.9594971638
2023-01-01 00:37:00,29717.276070009568,29726.206748279437,29701.44386157387,29711.18917258849,47.330436928661456,1406243.5652087287
2023-01-01 00:38:00,29619.29256381558,29620.769082220955,29603.248387183885,29613.03398447178,38.1170864930468,1128762.577707645
2023-01-01 00:39:00,29552.883261370658,29577.425687721778,29552.182315917,29565.254388510217,49.28260442440488,1457052.7367358494
2023-01-01 00:40:00,29562.726323164115,29617.661904433673,29561.506752930356,29602.439851384413,54.60466504481178,1616431.3125940338
2023-01-01 00:41:00,29599.649652163887,29605.607988810778,29593.447920896146,29602.12023620071,34.68096867378434,1026630.2045892744
2023-01-01 00:42:00,29608.218066223384,29608.936197651896,29603.1663152765,29603.883430440255,43.65067509970528,1292229.4973116962
2023-01-01 00:43:00,29602.435652103974,29629.157725948688,29589.075824562133,29597.25121584389,75.40992132763023,2231926.385700896
2023-01-01 00:44:00,29587.38046732451,29600.72768999845,29586.750264941526,29589.868162662664,53.29237138865849,1576914.2434660604
2023-01-01 00:45:00,29513.454367806138,29521.590360349725,29488.326679004036,29496.88849259917,31.82258795818233,938667.3285484333
2023-01-01 00:46:00,29477.462157386402,29489.348188509557,29476.382348495237,29479.866128561323,35.99534135240212,1061137.844320682
2023-01-01 00:47:00,29454.430218838414,29470.514899028196,29444.460841630396,29463.446465565048,52.25904245372861,1539731.499677124
2023-01-01 00:48:00,29507.28633014936,29519.66084129391,29495.536547226635,29511.48005142085,51.00666038574238,1505282.0404634343
2023-01-01 00:49:00,29524.467244627784,29541.792941114443,29509.143534613362,29533.61808330788,44.125571982991204,1303187.7906531726
2023-01-01 00:50:00,29436.315236859646,29461.16929550452,29435.82273750045,29444.990189046617,71.93314956887976,2118070.883322887
2023-01-01 00:51:00,29452.519435329385,29473.23187600382,29409.403505517017,29417.081501684457,76.18728820868654,2241207.6666272553
2023-01-01 00:52:00,29433.26532130857,29449.618647477168,29432.94786856445,29446.002724476475,47.35616640150277,1394449.8048794118
2023-01-01 00:53:00,29399.419221293272,29413.896288974054,29382.794889173925,29385.998924380023,58.729568659267386,1725827.041450534
2023-01-01 00:54:00,29430.003035735317,29444.099828681912,29386.64939018595,29408.086252475237,59.23166171321002,1741889.8165395155
2023-01-01 00:55:00,29481.553011860116,29487.287349776998,29452.56548102643,29459.463975303017,60.558731394775776,1784027.7659144488
2023-01-01 00:56:00,29528.117017815926,29545.5475884045,29516.420332786372,29536.787850025376,43.59914678226096,1287778.7489497585
2023-01-01 00:57:00,29486.156141654796,29494.04478381332,29481.48116360465,29481.704643110297,69.39449217220537,2045867.9220795883
2023-01-01 00:58:00,29470.695522862236,29481.783289465307,29430.462323828142,29437.056147182528,49.31402803765591,1451659.8121882104
2023-01-01 00:59:00,29487.258694432414,29509.230793936407,29481.73912428457,29496.81945073626,54.21992081025111,1599315.2147731946
2023-01-01 01:00:00,29536.035950788533,29557.3218528768,29490.304208776375,29507.243788172556,50.0204351022831,1475965.1729535316
2023-01-01 01:01:00,29512.07723889627,29519.37778566593,29508.884563688312,29514.873666066633,48.60313827701241,1434515.4860203888
2023-01-01 01:02:00,29502.794290063077,29512.860350572235,29493.74740603354,29507.564268576538,52.784044599378596,1557528.5883715742
2023-01-01 01:03:00,29447.477541362776,29472.66332545658,29445.96812782075,29465.189082996676,38.14114426206483,1123836.0275235937
2023-01-01 01:04:00,29387.667210158743,29428.905052210168,29381.467074412194,29423.30090588808,30.288469808263507,891186.7611474434
2023-01-01 01:05:00,29428.29350127845,29445.59645607741,29396.826191139007,29400.99997476044,47.86619523986273,1407314.0050390826
2023-01-01 01:06:00,29496.105502706992,29513.616588765715,29492.51146413886,29495.05602558573,41.195723630767304,1215070.1765040276
2023-01-01 01:07:00,29492.504996627977,29498.840724068792,29475.906731635445,29486.978290727093,55.4750367798664,1635791.2052052075
2023-01-01 01:08:00,29542.681641522577,29556.234495416902,29541.116586984135,29551.356635241795,54.33790158711649,1605758.7086115505
2023-01-01 01:09:00,29560.763442774958,29566.444144752346,29537.91195705278,29565.07681819363,50.13480019696702,1482239.219088119
2023-01-01 01:10:00,29528.507455044703,29537.306589091935,29511.851214461847,29521.45653018997,64.81574790554384,1913455.2842652642
2023-01-01 01:11:00,29546.577235320125,29554.015531665947,29526.36378457051,29537.759191547906,49.937723211370304,1475048.4427916284
2023-01-01 01:12:00,29623.479063643423,29630.282092564026,29599.38454944991,29601.15004653974,35.418491570541036,1048428.0834016881
2023-01-01 01:13:00,29621.687761687925,29642.29803848653,29617.71698569302,29641.444993336056,47.76355758345584,1415780.8647960455
2023-01-01 01:14:00,29699.919944478625,29720.877238523313,29699.474976121503,29709.104028110614,61.7096776685501,1833339.2333961294
2023-01-01 01:15:00,29568.932689274137,29591.540536687335,29562.063955084417,29587.28805323004,31.15745327039457,921864.5449162185
2023-01-01 01:16:00,29610.0278144929,29618.406151268144,29595.84972471505,29603.81989176339,49.059636729500234,1452352.6496954649
2023-01-01 01:17:00,29614.38016790481,29627.652080132826,29587.64758867293,29601.24345853092,55.75462034558955,1650406.0907877577
2023-01-01 01:18:00,29599.429800381517,29602.69516641528,29565.05272360177,29577.863499048934,76.52242334527784,2263369.7923230636
2023-01-01 01:19:00,29604.017839208293,29613.69292056119,29599.049664553433,29611.196190883107,62.082576369276055,1838339.3489061168
2023-01-01 01:20:00,29504.639393478246,29506.256284558498,29477.884483929036,29483.843528987683,51.326163833644856,1513292.5834143716
2023-01-01 01:21:00,29493.65579908637,29533.37799055481,29487.664575159313,29530.6290604657,55.20759226346947,1630314.928453953
2023-01-01 01:22:00,29511.511427661957,29517.322100662557,29477.272811980183,29485.35857604009,31.023046397150743,914725.6471411183
2023-01-01 01:23:00,29585.406129899035,29619.821182859003,29582.735452917557,29590.879332283286,39.50277814094038,1168921.9412585245
2023-01-01 01:24:00,29559.49261898535,29602.757403146097,29552.857102541973,29590.829713129628,56.509556711106306,1672164.6698027882
2023-01-01 01:25:00,29519.06793884069,29548.99662349759,29514.828347266255,29531.049734025964,51.61167396656318,1524146.9107629105
2023-01-01 01:26:00,29493.980086661464,29503.617559507355,29476.033170072304,29497.493560911298,52.88741186597393,1560046.0909698298
2023-01-01 01:27:00,29539.75019254657,29550.41672623576,29511.958881967814,29520.38051960733,50.341146536773614,1486089.80155887
2023-01-01 01:28:00,29556.187748029555,29557.55875325346,29516.15652877167,29528.5523642582,49.94909102418485,1474924.3498547417
2023-01-01 01:29:00,29529.6997378412,29546.97577885684,29527.008044536244,29545.100740019552,51.02930648478797,1507666.0007863936
2023-01-01 01:30:00,29555.36310949687,29595.441240083997,29548.721176794133,29585.48605431237,39.43964815735195,1166841.1605463226
2023-01-01 01:31:00,29560.21698696427,29560.763381380722,29545.901228145376,29551.439987154707,47.71073027655068,1409920.7825108124
2023-01-01 01:32:00,29608.649236490917,29616.57546479463,29573.300501363126,29585.86800633859,37.558953685711586,1111214.2462016472
2023-01-01 01:33:00,29573.54658179705,29586.73067630263,29514.043435013104,29524.38319318607,43.80403543261759,1293287.1275205018
2023-01-01 01:34:00,29557.16347446716,29565.819816315357,29532.26221044473,29537.54817759391,61.95905009204533,1830118.4271317434
2023-01-01 01:35:00,29537.558066810554,29543.553179222195,29535.094215953035,29535.284929960573,48.19247689502436,1423378.5365750862
2023-01-01 01:36:00,29464.382319403947,29506.9703830016,29464.05675846173,29496.36478422068,55.958394752808076,1650569.2243682474
2023-01-01 01:37:00,29479.188333257174,29502.332874609045,29457.677806429954,29492.651007101835,51.1529455411255,1508635.9708297001
